practitioner_role_id,location_id,location_reference
30b0a1a2-cc58-4ee2-ba79-f7a39c025d37,9507da90-5c4b-41fb-b865-3716841d2ca0,Location/9507da90-5c4b-41fb-b865-3716841d2ca0
468c9229-7541-4b38-a266-ab0b62d529ca,059862b7-5489-443b-bedf-0ca9ae8ee7f7,Location/059862b7-5489-443b-bedf-0ca9ae8ee7f7
468c9229-7541-4b38-a266-ab0b62d529ca,f523678a-6c22-4112-831c-0d9b4e431230,Location/f523678a-6c22-4112-831c-0d9b4e431230
468c9229-7541-4b38-a266-ab0b62d529ca,e2279d9f-a862-4bdc-a099-205bd1298388,Location/e2279d9f-a862-4bdc-a099-205bd1298388
468c9229-7541-4b38-a266-ab0b62d529ca,8c0fb3c1-966b-4006-a8cd-86d89ced12ad,Location/8c0fb3c1-966b-4006-a8cd-86d89ced12ad
468c9229-7541-4b38-a266-ab0b62d529ca,c81433fa-5c34-4591-9c1f-c3b3cd6ab338,Location/c81433fa-5c34-4591-9c1f-c3b3cd6ab338
468c9229-7541-4b38-a266-ab0b62d529ca,eb562e1d-ebc7-492a-af54-0ccd0b3d432d,Location/eb562e1d-ebc7-492a-af54-0ccd0b3d432d
468c9229-7541-4b38-a266-ab0b62d529ca,7ee5e362-6295-4ea7-a840-c1d492998d93,Location/7ee5e362-6295-4ea7-a840-c1d492998d93
468c9229-7541-4b38-a266-ab0b62d529ca,dadfc6ea-9035-4019-8dfe-46ed0c02196d,Location/dadfc6ea-9035-4019-8dfe-46ed0c02196d
468c9229-7541-4b38-a266-ab0b62d529ca,188f9130-6412-40b5-8492-0fa6a9a1ca93,Location/188f9130-6412-40b5-8492-0fa6a9a1ca93
468c9229-7541-4b38-a266-ab0b62d529ca,461c23f4-ebdf-4eda-85e4-699e48a64bbc,Location/461c23f4-ebdf-4eda-85e4-699e48a64bbc
468c9229-7541-4b38-a266-ab0b62d529ca,c47192be-9d5e-467a-ad2f-f6048b68b174,Location/c47192be-9d5e-467a-ad2f-f6048b68b174
468c9229-7541-4b38-a266-ab0b62d529ca,9b178db3-ade3-49ef-b284-c3fbbf5d76d6,Location/9b178db3-ade3-49ef-b284-c3fbbf5d76d6
468c9229-7541-4b38-a266-ab0b62d529ca,1e1fef25-975d-4c49-a39e-7b7c04c24c66,Location/1e1fef25-975d-4c49-a39e-7b7c04c24c66
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,67ee7459-04b0-4d8f-961e-1ca0b2d7120a,Location/67ee7459-04b0-4d8f-961e-1ca0b2d7120a
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,dbbed2c4-a5f4-4b16-b065-6a2ec6a8dcf1,Location/dbbed2c4-a5f4-4b16-b065-6a2ec6a8dcf1
d0cdbe81-f668-4e2e-b4df-8c1aba36e236,e254e32f-99bd-4f31-976f-ed78878a33c1,Location/e254e32f-99bd-4f31-976f-ed78878a33c1
7b5d786b-a721-4914-95f7-4365e0546c9d,9f9ebeb8-d187-4e41-8bf2-2312bc69f7b0,Location/9f9ebeb8-d187-4e41-8bf2-2312bc69f7b0
7b5d786b-a721-4914-95f7-4365e0546c9d,7aea7124-66cd-4455-8363-1d607a453474,Location/7aea7124-66cd-4455-8363-1d607a453474
7b5d786b-a721-4914-95f7-4365e0546c9d,f07033b8-2dec-44e5-ab88-05018957cb39,Location/f07033b8-2dec-44e5-ab88-05018957cb39
8891b59e-fbe2-4ee1-afb7-bc2d24b51757,a371557d-605c-4836-9aed-87868306a558,Location/a371557d-605c-4836-9aed-87868306a558
f87d9bc3-fbed-4a4b-b0c5-d018ea5e6424,b1559f37-cec4-460e-8d57-8c6c20f026d9,Location/b1559f37-cec4-460e-8d57-8c6c20f026d9
5f88036f-6d87-4ac2-90f7-23d8adce5f6b,b011b132-b524-481f-aaf0-54576097c860,Location/b011b132-b524-481f-aaf0-54576097c860
e0397863-7832-450f-a525-c8c1fdca7988,ba2222aa-5c38-4e82-9455-d093cebba8bc,Location/ba2222aa-5c38-4e82-9455-d093cebba8bc
90e0b64a-cbc5-4b54-9631-77395c85dbcc,c83d08f5-f29c-4da4-94a8-e92b26f11b10,Location/c83d08f5-f29c-4da4-94a8-e92b26f11b10
90e0b64a-cbc5-4b54-9631-77395c85dbcc,e6c27dbe-4fba-4fb9-aa24-b61c83edf11a,Location/e6c27dbe-4fba-4fb9-aa24-b61c83edf11a
90e0b64a-cbc5-4b54-9631-77395c85dbcc,220d924f-3a13-4b2b-b675-b1d95cef6942,Location/220d924f-3a13-4b2b-b675-b1d95cef6942
059b330c-a872-40ba-a5cc-5ed5a136714d,ada7bf30-0cbd-4c18-933c-bf1ca6359c8f,Location/ada7bf30-0cbd-4c18-933c-bf1ca6359c8f
00a7f90e-80d5-4e9f-b690-8c4cd44475e3,e565063e-74b0-4ed2-98f7-17ade07af119,Location/e565063e-74b0-4ed2-98f7-17ade07af119
2c7e671a-ec53-41e9-a9ec-28100a68fa51,e798c4cf-13d9-4ab9-b803-d8dba2d099d4,Location/e798c4cf-13d9-4ab9-b803-d8dba2d099d4
e3f963dc-7d33-41c0-b891-629ef7234db9,9dfd0c29-d948-4847-b0a3-a89817977d00,Location/9dfd0c29-d948-4847-b0a3-a89817977d00
31743a97-ee1b-4752-8b37-f5114b90d28e,229d15f1-6e9b-47e2-b57b-ee35aad60b77,Location/229d15f1-6e9b-47e2-b57b-ee35aad60b77
31743a97-ee1b-4752-8b37-f5114b90d28e,e3480a92-3c1a-451c-946f-c337eb7920ed,Location/e3480a92-3c1a-451c-946f-c337eb7920ed
477283cf-17a0-415e-a591-95a831227566,9781a424-5f1d-4871-97bc-57961f90d75d,Location/9781a424-5f1d-4871-97bc-57961f90d75d
c3faefe2-6b71-444f-a42d-847183fab753,3d3d4196-0eb8-4f96-a682-77d9d773376d,Location/3d3d4196-0eb8-4f96-a682-77d9d773376d
c3faefe2-6b71-444f-a42d-847183fab753,01e4433c-578b-47ba-8f9b-c0a018f3b825,Location/01e4433c-578b-47ba-8f9b-c0a018f3b825
c3faefe2-6b71-444f-a42d-847183fab753,c076bc61-e437-4971-b136-be01cebea360,Location/c076bc61-e437-4971-b136-be01cebea360
2b081246-e655-44ae-bb3b-17f65d47cc54,e3480a92-3c1a-451c-946f-c337eb7920ed,Location/e3480a92-3c1a-451c-946f-c337eb7920ed
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,ad48b561-a3c3-4a59-9acf-3912435e9f68,Location/ad48b561-a3c3-4a59-9acf-3912435e9f68
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,78f6b5a9-bb24-4f7c-9467-91d21642bdb6,Location/78f6b5a9-bb24-4f7c-9467-91d21642bdb6
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,a340bc68-5db7-44b8-9a48-642e53c8c7fa,Location/a340bc68-5db7-44b8-9a48-642e53c8c7fa
aec4ba0f-8b2d-4a99-9b41-6a2f6eb91265,ba2222aa-5c38-4e82-9455-d093cebba8bc,Location/ba2222aa-5c38-4e82-9455-d093cebba8bc
453875cf-12a0-4671-86bb-0f2a14e83ecf,69fdfee8-d248-4363-b679-43e31cc33791,Location/69fdfee8-d248-4363-b679-43e31cc33791
453875cf-12a0-4671-86bb-0f2a14e83ecf,23c84cfe-5a96-4aa3-9241-30b152df961d,Location/23c84cfe-5a96-4aa3-9241-30b152df961d
453875cf-12a0-4671-86bb-0f2a14e83ecf,e2f30710-5925-4c00-bbcb-6abdb69df120,Location/e2f30710-5925-4c00-bbcb-6abdb69df120
a6d9211b-5b75-4645-95f2-f273b00c40da,fb254946-a693-4b82-8773-a2ddd9b52826,Location/fb254946-a693-4b82-8773-a2ddd9b52826
a6d9211b-5b75-4645-95f2-f273b00c40da,b278a466-5607-4d57-83d8-10a3f6ddee52,Location/b278a466-5607-4d57-83d8-10a3f6ddee52
a6d9211b-5b75-4645-95f2-f273b00c40da,7df6b32d-1ddb-4fe5-b21a-c93145cd6c33,Location/7df6b32d-1ddb-4fe5-b21a-c93145cd6c33
3dcb00ae-ca9c-4f64-9ab7-c388c39decc3,41472c6c-c95d-4b1a-b1d0-25ee5f33c478,Location/41472c6c-c95d-4b1a-b1d0-25ee5f33c478
d1a90de3-5815-4007-857e-9128ab5e3123,2ce746c8-df73-448b-be4f-39e8e66a8888,Location/2ce746c8-df73-448b-be4f-39e8e66a8888
d1a90de3-5815-4007-857e-9128ab5e3123,1e316c4b-587c-43e9-a6db-f2e403bbaded,Location/1e316c4b-587c-43e9-a6db-f2e403bbaded
d1a90de3-5815-4007-857e-9128ab5e3123,e56e7ded-4a86-4699-a2ab-8a9cfafbcf08,Location/e56e7ded-4a86-4699-a2ab-8a9cfafbcf08
d02a83a2-2156-46e6-8272-95aa22077eec,29bd1924-f0b6-496e-a227-88a834f310f5,Location/29bd1924-f0b6-496e-a227-88a834f310f5
bc419c21-6704-4ffc-a10e-ff5a7507db99,56347703-58fd-43c3-9614-763025cc1dfc,Location/56347703-58fd-43c3-9614-763025cc1dfc
bc419c21-6704-4ffc-a10e-ff5a7507db99,170f6436-4e32-4cff-897a-5289cf4552be,Location/170f6436-4e32-4cff-897a-5289cf4552be
bc419c21-6704-4ffc-a10e-ff5a7507db99,5dc43a52-5892-45af-b63e-c75e2a273698,Location/5dc43a52-5892-45af-b63e-c75e2a273698
bc419c21-6704-4ffc-a10e-ff5a7507db99,6e6f5267-d160-4b1b-9159-307f3893a264,Location/6e6f5267-d160-4b1b-9159-307f3893a264
bc419c21-6704-4ffc-a10e-ff5a7507db99,e90bd420-6186-4709-8eb5-defa65870ca2,Location/e90bd420-6186-4709-8eb5-defa65870ca2
bc419c21-6704-4ffc-a10e-ff5a7507db99,b607ae08-cb47-406f-a4db-35253a286b82,Location/b607ae08-cb47-406f-a4db-35253a286b82
f2417c1e-65f6-41aa-bdf2-f23d5537d3bb,4a7c030f-a48e-4f27-98e7-bff6d9bbe5b3,Location/4a7c030f-a48e-4f27-98e7-bff6d9bbe5b3
354cf557-f924-4d49-bd1c-9857b565594c,127ffbcc-b1e6-4888-8a34-3671972cdda6,Location/127ffbcc-b1e6-4888-8a34-3671972cdda6
57bda955-3688-4762-829e-be37e19a83fd,dd3ee65a-b8ca-4462-81c6-893681210cd4,Location/dd3ee65a-b8ca-4462-81c6-893681210cd4
39f6951e-8a08-43a9-8f08-034ac033ef01,fa7a39f4-e5a4-4741-9d1a-f230314842a8,Location/fa7a39f4-e5a4-4741-9d1a-f230314842a8
39f6951e-8a08-43a9-8f08-034ac033ef01,7e7e68ff-07ad-4ef2-8c9b-d87006f5be67,Location/7e7e68ff-07ad-4ef2-8c9b-d87006f5be67
39f6951e-8a08-43a9-8f08-034ac033ef01,d8938d70-4ab2-418a-953b-2af6ba32882f,Location/d8938d70-4ab2-418a-953b-2af6ba32882f
39f6951e-8a08-43a9-8f08-034ac033ef01,c5cc83d1-eb77-4702-b1f4-b62d1d02e68e,Location/c5cc83d1-eb77-4702-b1f4-b62d1d02e68e
39f6951e-8a08-43a9-8f08-034ac033ef01,b1a7274a-df8b-44cd-978c-24c9e13ce71a,Location/b1a7274a-df8b-44cd-978c-24c9e13ce71a
39f6951e-8a08-43a9-8f08-034ac033ef01,79c8d3ff-8a06-4481-a0d0-b537d4f8b451,Location/79c8d3ff-8a06-4481-a0d0-b537d4f8b451
39f6951e-8a08-43a9-8f08-034ac033ef01,f07b480c-c9f6-42d5-8b29-4437e7da1105,Location/f07b480c-c9f6-42d5-8b29-4437e7da1105
39f6951e-8a08-43a9-8f08-034ac033ef01,0d6057a5-2865-4d9d-8e0f-68498bec73e1,Location/0d6057a5-2865-4d9d-8e0f-68498bec73e1
39f6951e-8a08-43a9-8f08-034ac033ef01,0a216491-3192-4999-9438-6392e9b94d39,Location/0a216491-3192-4999-9438-6392e9b94d39
39f6951e-8a08-43a9-8f08-034ac033ef01,f4211d0c-5929-43e6-a392-085e2a60fa4a,Location/f4211d0c-5929-43e6-a392-085e2a60fa4a
684e3222-e5c8-4fe5-8be3-d60223d5f39e,0391e0aa-892c-47a0-ba9e-2bf01d1713da,Location/0391e0aa-892c-47a0-ba9e-2bf01d1713da
684e3222-e5c8-4fe5-8be3-d60223d5f39e,ecfbf099-33fa-467e-9641-387454a5240e,Location/ecfbf099-33fa-467e-9641-387454a5240e
cb9ae2cb-fd73-4668-abac-07e118e40938,a87f1874-b794-4967-a8ea-7709c085436c,Location/a87f1874-b794-4967-a8ea-7709c085436c
61e3b1d3-fbf8-4751-b1d9-4a0a6171f177,5342d2a0-6e07-4f66-998b-5d7c6139aa22,Location/5342d2a0-6e07-4f66-998b-5d7c6139aa22
61e3b1d3-fbf8-4751-b1d9-4a0a6171f177,422ff16b-6442-4b73-ba78-9b8b705ee60f,Location/422ff16b-6442-4b73-ba78-9b8b705ee60f
c1fa2c00-92a4-4dab-893c-7fda7c600900,370fc947-4abf-4fc2-ad28-41be7e57a373,Location/370fc947-4abf-4fc2-ad28-41be7e57a373
c1fa2c00-92a4-4dab-893c-7fda7c600900,05d42821-7706-4b4b-a4d4-6809d3beee28,Location/05d42821-7706-4b4b-a4d4-6809d3beee28
c1fa2c00-92a4-4dab-893c-7fda7c600900,175196a9-99f7-4e91-aa8d-1feda39cc387,Location/175196a9-99f7-4e91-aa8d-1feda39cc387
4e4a56ba-682e-470e-abc3-dcd683aa8761,7a976310-7534-498a-9eb1-ba64d165d1f8,Location/7a976310-7534-498a-9eb1-ba64d165d1f8
4e683c4e-2f0c-4b2a-83e2-0a84479070fc,ef2f58f7-c5a8-438e-a051-0ff8f54f195d,Location/ef2f58f7-c5a8-438e-a051-0ff8f54f195d
4e683c4e-2f0c-4b2a-83e2-0a84479070fc,17297eb5-012e-49b4-babc-8df366744c1f,Location/17297eb5-012e-49b4-babc-8df366744c1f
adff9e99-74dd-46b9-a403-61056f80a168,677c219d-13ec-4d41-bf90-1a0b0cfd3240,Location/677c219d-13ec-4d41-bf90-1a0b0cfd3240
9de96fa9-0964-4e58-b394-87f7f57b9dba,229d15f1-6e9b-47e2-b57b-ee35aad60b77,Location/229d15f1-6e9b-47e2-b57b-ee35aad60b77
9de96fa9-0964-4e58-b394-87f7f57b9dba,e3480a92-3c1a-451c-946f-c337eb7920ed,Location/e3480a92-3c1a-451c-946f-c337eb7920ed
3ab6c02e-1fdc-48cb-be5e-a25ca13bb900,77cad1d3-b0a1-40c2-ae71-8dde8fdb4037,Location/77cad1d3-b0a1-40c2-ae71-8dde8fdb4037
b0f4325e-c9e6-47d7-9654-78365df3603c,82c90eb8-268b-421e-8c85-fa95f6933741,Location/82c90eb8-268b-421e-8c85-fa95f6933741
5c9f058c-dc1c-4aad-b8c6-680bb0273111,de79b599-95a2-429f-b84d-77adeb3ed5a9,Location/de79b599-95a2-429f-b84d-77adeb3ed5a9
5c9f058c-dc1c-4aad-b8c6-680bb0273111,1fffa4ea-f64c-4281-918a-85a50747d3bd,Location/1fffa4ea-f64c-4281-918a-85a50747d3bd
5c9f058c-dc1c-4aad-b8c6-680bb0273111,8b30a060-3390-440b-baa1-46f981117700,Location/8b30a060-3390-440b-baa1-46f981117700
5c9f058c-dc1c-4aad-b8c6-680bb0273111,66fd1888-7c51-4aa9-95ac-b19a17a72bf5,Location/66fd1888-7c51-4aa9-95ac-b19a17a72bf5
5c9f058c-dc1c-4aad-b8c6-680bb0273111,325bb0cc-25ff-4c19-bb67-16177b5ac1b4,Location/325bb0cc-25ff-4c19-bb67-16177b5ac1b4
5c9f058c-dc1c-4aad-b8c6-680bb0273111,72b33ea6-7ded-4671-b483-e317324774bf,Location/72b33ea6-7ded-4671-b483-e317324774bf
5c9f058c-dc1c-4aad-b8c6-680bb0273111,8279a667-9a42-4fa9-a6cd-ebcc30fa50ec,Location/8279a667-9a42-4fa9-a6cd-ebcc30fa50ec
c617aab9-b6c1-4000-82fd-43f80bf35430,c703d92e-a8ed-4a55-9d50-729e78c7e58a,Location/c703d92e-a8ed-4a55-9d50-729e78c7e58a
954a3703-d3d2-4623-b606-db300fa66cc2,e798c4cf-13d9-4ab9-b803-d8dba2d099d4,Location/e798c4cf-13d9-4ab9-b803-d8dba2d099d4
954a3703-d3d2-4623-b606-db300fa66cc2,60cd2573-e30c-4f56-bd99-e6e3a291e0be,Location/60cd2573-e30c-4f56-bd99-e6e3a291e0be
9a4281ad-589c-441d-8d40-2106cd8c0a1a,2ad3f6e5-5361-4bf5-a263-f22e7176f0ec,Location/2ad3f6e5-5361-4bf5-a263-f22e7176f0ec
fc370018-48e8-4fc4-ab04-48fb54d5f557,dc731901-a7a5-4e80-9713-e324de1f2bbc,Location/dc731901-a7a5-4e80-9713-e324de1f2bbc
fc370018-48e8-4fc4-ab04-48fb54d5f557,9cb207cb-b91a-4f25-ab88-ae0551109f83,Location/9cb207cb-b91a-4f25-ab88-ae0551109f83
3817e9f2-d294-4120-aa7d-85af6f2c2815,f523678a-6c22-4112-831c-0d9b4e431230,Location/f523678a-6c22-4112-831c-0d9b4e431230
3817e9f2-d294-4120-aa7d-85af6f2c2815,c81433fa-5c34-4591-9c1f-c3b3cd6ab338,Location/c81433fa-5c34-4591-9c1f-c3b3cd6ab338
3817e9f2-d294-4120-aa7d-85af6f2c2815,2b7ad4bb-e326-486e-8a7c-368c87523a74,Location/2b7ad4bb-e326-486e-8a7c-368c87523a74
3817e9f2-d294-4120-aa7d-85af6f2c2815,dadfc6ea-9035-4019-8dfe-46ed0c02196d,Location/dadfc6ea-9035-4019-8dfe-46ed0c02196d
3817e9f2-d294-4120-aa7d-85af6f2c2815,188f9130-6412-40b5-8492-0fa6a9a1ca93,Location/188f9130-6412-40b5-8492-0fa6a9a1ca93
3817e9f2-d294-4120-aa7d-85af6f2c2815,461c23f4-ebdf-4eda-85e4-699e48a64bbc,Location/461c23f4-ebdf-4eda-85e4-699e48a64bbc
85cfa527-f9f4-49b6-abb0-65028131234e,0ab7f528-f6e9-43fa-8ee4-e0740335731b,Location/0ab7f528-f6e9-43fa-8ee4-e0740335731b
85cfa527-f9f4-49b6-abb0-65028131234e,9a9fd608-1cfd-4305-8d48-5d68225138ec,Location/9a9fd608-1cfd-4305-8d48-5d68225138ec
85cfa527-f9f4-49b6-abb0-65028131234e,f7b135ac-b371-4f07-9f59-d12fa2f74346,Location/f7b135ac-b371-4f07-9f59-d12fa2f74346
85cfa527-f9f4-49b6-abb0-65028131234e,4207e93c-aea5-4692-bf8e-fc49666f8eac,Location/4207e93c-aea5-4692-bf8e-fc49666f8eac
85cfa527-f9f4-49b6-abb0-65028131234e,b2c8c954-6eaf-4594-b8ee-a51360d4ac9f,Location/b2c8c954-6eaf-4594-b8ee-a51360d4ac9f
2a060846-47b3-4ac1-9633-a55a7e94a13a,06899ef6-ec20-4ec7-bcc7-a50a6da1f4ee,Location/06899ef6-ec20-4ec7-bcc7-a50a6da1f4ee
2a060846-47b3-4ac1-9633-a55a7e94a13a,cf9fd004-f1a3-47d3-97ca-0882cbc4d394,Location/cf9fd004-f1a3-47d3-97ca-0882cbc4d394
5098ff84-e013-432b-9adf-3ddae5759d3d,fff2ce35-d224-414b-9074-4c0c2fc058f2,Location/fff2ce35-d224-414b-9074-4c0c2fc058f2
5098ff84-e013-432b-9adf-3ddae5759d3d,15c57918-560c-4286-aa39-e1937231ed97,Location/15c57918-560c-4286-aa39-e1937231ed97
d0fe4f4a-7e0e-4f8b-9c73-896aacaac363,f0c84ae1-2df1-4450-9ca6-533608d7f1e2,Location/f0c84ae1-2df1-4450-9ca6-533608d7f1e2
28be8291-878d-48c6-ba0a-79de02ec72ce,0a4f283c-cf1e-4fb0-9a06-145a5ec60462,Location/0a4f283c-cf1e-4fb0-9a06-145a5ec60462
6fb8aa9b-fc53-45ac-a967-cf78062dec59,613e120b-bde8-4f39-8075-963fc239d6d8,Location/613e120b-bde8-4f39-8075-963fc239d6d8
6fb8aa9b-fc53-45ac-a967-cf78062dec59,220d924f-3a13-4b2b-b675-b1d95cef6942,Location/220d924f-3a13-4b2b-b675-b1d95cef6942
6fb8aa9b-fc53-45ac-a967-cf78062dec59,556679db-a8bd-4cd0-a42a-e3fd5e868730,Location/556679db-a8bd-4cd0-a42a-e3fd5e868730
